,ts_code,ann_date,type,p_change_min,p_change_max
6132,300383.SZ,20181013,预增,38.4,53.78
6133,300383.SZ,20180711,略增,28.82,47.9
6134,300383.SZ,20180317,预增,51.47,74.78
6135,300383.SZ,20180124,略增,25.31,37.25
6136,002254.SZ,20181029,预增,49.9,79.88
6137,002254.SZ,20180731,预增,102.06,145.36
6138,002254.SZ,20180425,预增,13.62,62.31
6139,002713.SZ,20190330,续亏,-30.4935,19.4485
6140,002713.SZ,20181022,略增,10.0,50.0
6141,002713.SZ,20180820,预增,80.0,130.0
6142,002713.SZ,20180711,扭亏,211.0,256.0
6143,002713.SZ,20180426,续亏,-25.0016,24.4782
6144,002713.SZ,20180331,续亏,-39.6303,9.7512
6145,002727.SZ,20181102,略增,15.0,35.0
6146,002727.SZ,20181023,略增,0.0,40.0
6147,002727.SZ,20180828,略增,20.0,50.0
6148,002727.SZ,20180425,略增,25.0,45.0
6149,002792.SZ,20190330,续亏,-130.42,-81.33
6150,002792.SZ,20181025,预减,-54.77,-23.11
6151,002792.SZ,20180830,预减,-51.2,-34.93
6152,002792.SZ,20180711,预减,-61.66,-51.01
6153,002792.SZ,20180427,预减,-100.0,-84.03
6154,002792.SZ,20180330,首亏,-168.2192,-148.1547
6155,002723.SZ,20190429,扭亏,299.07,348.8376
6156,002723.SZ,20190415,扭亏,212.3519,245.6413
6157,002723.SZ,20181030,首亏,-1273.7613,-882.5075
6158,002723.SZ,20180821,首亏,-753.8084,-535.8723
6159,002723.SZ,20180716,首亏,-196.9071,-167.4136
6160,002723.SZ,20180428,首亏,-163.2003,-142.1335
6161,002723.SZ,20180417,首亏,-494.9053,-343.0187
6162,002723.SZ,20180131,略增,5.0,30.0
6163,002716.SZ,20190430,续盈,-40.0,10.0
6164,002716.SZ,20190201,预减,-55.0,-35.0
6165,002716.SZ,20181031,续盈,-20.0,30.0
6166,002716.SZ,20180825,预增,10.0,60.0
6167,002716.SZ,20180426,预增,10.0,60.0
6168,002715.SZ,20190329,首亏,-307.8,-238.54
6169,002715.SZ,20190126,略增,0.48,33.98
6170,002715.SZ,20181024,预增,33.98,67.47
6171,002715.SZ,20180824,略增,11.8,39.75
6172,002715.SZ,20180714,预增,54.04,103.88
6173,002715.SZ,20180425,略增,0.0,50.0
6174,002715.SZ,20180331,预减,-66.76,-33.51
6175,002718.SZ,20181030,续盈,-20.0,20.0
6176,002718.SZ,20180820,略增,0.0,30.0
6177,002718.SZ,20180713,略减,-20.0,0.0
6178,002718.SZ,20180425,略增,0.0,40.0
6179,300389.SZ,20190410,略增,20.0,40.0
6180,300389.SZ,20190112,预增,122.0,142.0
6181,300389.SZ,20181030,-,,
6182,300389.SZ,20181009,预增,214.0,223.0
6183,300389.SZ,20180822,-,,
6184,300389.SZ,20180707,预增,189.0,212.0
6185,300389.SZ,20180409,预增,65.0,80.0
6186,300389.SZ,20180117,略减,-45.0,-25.0
6187,300371.SZ,20190410,略增,35.0,50.0
6188,300371.SZ,20190118,略增,15.0,35.0
6189,300371.SZ,20181015,预增,35.0,55.0
6190,300371.SZ,20180713,预增,75.0,95.0
6191,300371.SZ,20180410,扭亏,235.0368,302.5552
6192,300371.SZ,20180126,略增,15.0,35.0
6193,002160.SZ,20190426,预减,-100.0,-50.35
6194,002160.SZ,20190330,首亏,-281.26,-231.83
6195,002160.SZ,20181229,首亏,-365.0,-323.0
6196,002160.SZ,20181022,预减,-56.05,-17.95
6197,002160.SZ,20180825,预减,-78.27,-67.41
6198,002160.SZ,20180714,预减,-70.62,-62.12
6199,002160.SZ,20180427,预减,-53.6,-45.9
6200,601608.SH,20190131,预增,228.59,274.57
6201,601608.SH,20180718,预增,198.47,198.47
6202,601608.SH,20180130,扭亏,101.7677,102.0834
6203,601238.SH,20180116,预增,55.0,85.0
6204,603903.SH,20190131,预增,40.0,60.0
6205,300647.SZ,20190410,续盈,-15.0,14.99
6206,300647.SZ,20190131,预减,-65.0,-36.0
6207,300647.SZ,20181013,预减,-60.0,-30.0
6208,300647.SZ,20180713,预减,-60.0,-30.0
6209,300647.SZ,20180328,预减,-60.0,-30.0
6210,300647.SZ,20180131,略减,-20.0,-10.0
6211,300593.SZ,20190409,预增,60.0,85.0
6212,300593.SZ,20190130,续盈,-14.33,13.76
6213,300593.SZ,20181013,略增,5.71,15.62
6214,300593.SZ,20180713,略增,16.9,42.9
6215,300593.SZ,20180327,略增,0.67,30.03
6216,300593.SZ,20180131,略减,-25.16,-17.23
6217,300577.SZ,20190410,略增,25.0,35.0
6218,300577.SZ,20190129,略增,27.43,34.92
6219,300577.SZ,20181013,略增,33.0,48.0
6220,300577.SZ,20180713,预增,35.0,55.0
6221,300577.SZ,20180410,略增,20.0,30.0
6222,300577.SZ,20180126,预增,42.85,66.66
6223,002774.SZ,20190329,首亏,-285.0057,-202.781
6224,002774.SZ,20181030,略减,-50.0,-10.0
6225,002774.SZ,20180822,预减,-60.0,-20.0
6226,002774.SZ,20180707,预减,-70.26,-40.51
6227,002774.SZ,20180424,略减,-45.0,0.0
6228,603178.SH,20190427,首亏,,
6229,603178.SH,20190131,预减,-55.6,-55.6
6230,002875.SZ,20181023,略增,10.0,30.0
6231,002875.SZ,20180822,略增,5.0,25.0
6232,002875.SZ,20180425,略增,0.0,15.0
6233,002875.SZ,20180129,略减,-20.0,0.0
6234,002862.SZ,20190329,首亏,-142.7997,-121.3999
6235,002862.SZ,20181030,略减,-30.0,-10.0
6236,002862.SZ,20180831,略减,-30.0,-10.0
6237,002862.SZ,20180421,略减,-30.0,-10.0
6238,002862.SZ,20180324,略减,-10.0,0.0
6239,603096.SH,20180129,预增,52.01,52.01
6240,002906.SZ,20190130,-,-114.2831,-82.1461
6241,002906.SZ,20181029,预减,-85.72,-75.0
6242,002906.SZ,20180830,预减,-89.83,-74.58
6243,002906.SZ,20180714,预减,-92.64,-85.27
6244,002906.SZ,20180426,预减,-85.27,-55.82
6245,002906.SZ,20180331,预减,-98.54,-85.44
6246,603758.SH,20190427,续亏,,
6247,603758.SH,20190131,首亏,-136.0,-130.0
6248,603758.SH,20181026,首亏,,
6249,603758.SH,20180727,-,,
6250,603180.SH,20180110,预增,60.0,80.0
6251,300756.SZ,20190410,预减,-71.45,-46.08
6252,300756.SZ,20181217,续盈,-5.2,6.53
6253,603113.SH,20190426,不确定,,
6254,603113.SH,20190126,预增,76.0,96.0
6255,603113.SH,20181030,略增,,
6256,603113.SH,20180131,预增,50.0,70.0
6257,002876.SZ,20190430,预减,-100.0,-64.75
6258,002876.SZ,20190426,预减,-100.0,-64.7461
6259,002876.SZ,20190328,首亏,-212.21,-189.77
6260,002876.SZ,20181023,预减,-65.0,-45.0
6261,002876.SZ,20181013,预减,-65.0,-45.0
6262,002876.SZ,20180817,续盈,-30.0,5.0
6263,002876.SZ,20180427,续盈,-30.0,5.0
6264,002876.SZ,20180328,略减,-40.0,-20.0
6265,300616.SZ,20190410,续亏,24.9998,34.9998
6266,300616.SZ,20190131,略增,20.0,30.0
6267,300616.SZ,20181013,略增,38.24,45.04
6268,300616.SZ,20180713,预增,80.0,100.0
6269,300616.SZ,20180409,续亏,24.9999,35.0
6270,300613.SZ,20190301,首亏,-326.0,-297.0
6271,300613.SZ,20190130,预减,-54.74,-43.43
6272,300613.SZ,20181013,略减,-45.56,-38.13
6273,300613.SZ,20180713,略减,-22.14,-6.57
6274,300613.SZ,20180410,略减,-45.07,-35.92
6275,300613.SZ,20180131,略减,-14.16,-1.65
6276,300618.SZ,20190410,首亏,-123.5446,-121.5826
6277,300618.SZ,20190125,预增,56.0,67.0
6278,300618.SZ,20181013,预增,120.91,135.35
6279,300618.SZ,20180713,预增,282.0,312.0
6280,300618.SZ,20180213,预增,395.05,424.65
6281,300618.SZ,20180130,预增,555.03,585.03
6282,002872.SZ,20190330,预减,-85.0,-60.0
6283,002872.SZ,20181030,略减,-35.0,-10.0
6284,002872.SZ,20180830,续盈,-10.0,10.0
6285,002872.SZ,20180427,略增,3.0,30.0
6286,603721.SH,20190126,预减,-60.0,-52.0
6287,603721.SH,20181026,预减,,-50.0
6288,603721.SH,20180126,预增,52.0,65.0
6289,300588.SZ,20190425,续亏,,
6290,300588.SZ,20190410,续亏,-175.4366,-117.7394
6291,300588.SZ,20190110,预减,-72.36,-61.57
6292,300588.SZ,20181029,略减,,-30.0
6293,300588.SZ,20181013,预减,-95.77,-85.9
6294,300588.SZ,20180714,首亏,-313.4539,-284.6992
6295,300588.SZ,20180528,-,,
6296,300588.SZ,20180410,首亏,-636.1587,-581.8642
6297,300588.SZ,20180129,预增,75.0,95.0
6298,002863.SZ,20190123,略增,4.3,15.8
6299,002863.SZ,20181030,略增,14.0,30.0
6300,002863.SZ,20180824,续盈,-10.0,40.0
6301,002863.SZ,20180822,续盈,-9.234,55.5988
6302,002863.SZ,20180424,续盈,-30.0,20.0
6303,300590.SZ,20190316,预增,301.77,331.46
6304,300590.SZ,20190126,略增,25.0,35.0
6305,300590.SZ,20181013,略增,27.24,35.33
6306,300590.SZ,20180713,略增,6.31,13.1
6307,300590.SZ,20180410,预减,-71.07,-59.5
6308,300590.SZ,20180228,略减,-39.94,-10.02
6309,300590.SZ,20180131,略增,0.0,5.0
6310,002871.SZ,20190330,略增,0.0,21.3
6311,002871.SZ,20190130,略增,20.0,30.0
6312,002871.SZ,20181024,略增,0.0,15.0
6313,002871.SZ,20180824,略增,0.0,15.0
6314,002871.SZ,20180425,略增,5.0,15.0
6315,002871.SZ,20180329,略增,10.4,27.74
6316,603776.SH,20190129,预减,-78.68,-70.93
6317,603776.SH,20180117,预增,330.0,360.0
6318,002873.SZ,20181025,略增,5.0,20.0
6319,002873.SZ,20180817,略增,5.0,20.0
6320,002873.SZ,20180424,略增,10.0,25.0
6321,300675.SZ,20190329,续亏,-0.8087,17.8596
6322,300675.SZ,20190131,略增,0.0,10.0
6323,300675.SZ,20181012,略增,0.0,20.0
6324,300675.SZ,20180713,略增,0.1,21.34
6325,300675.SZ,20180410,续亏,-327.9673,-256.6394
6326,300675.SZ,20180113,略增,4.63,14.14
6327,300607.SZ,20190410,略增,6.86,33.58
6328,300607.SZ,20190112,略增,20.27,34.04
6329,300607.SZ,20181015,略增,15.75,44.68
6330,300607.SZ,20180711,略增,28.01,48.13
6331,300607.SZ,20180410,预增,31.47,59.64
6332,300607.SZ,20180108,预增,67.58,86.92
6333,300639.SZ,20190329,略增,21.94,42.26
6334,300639.SZ,20190115,略增,15.87,30.89
6335,300639.SZ,20181012,略增,16.6,25.81
6336,300639.SZ,20180713,略增,17.09,30.4
6337,300639.SZ,20180331,略增,15.16,29.93
6338,603225.SH,20180710,预增,50.0,63.0
6339,603225.SH,20180104,预增,100.0,109.0
6340,603679.SH,20180724,预增,88.0,107.0
6341,300602.SZ,20190227,略增,0.0,25.0
6342,300602.SZ,20190129,预增,43.32,55.34
6343,300602.SZ,20181012,预增,64.19,78.55
6344,300602.SZ,20180713,预增,69.05,96.76
6345,300602.SZ,20180405,预增,70.0,100.0
6346,300602.SZ,20180129,续盈,-15.0,5.0
6347,300632.SZ,20190411,预增,100.0,120.0
6348,300632.SZ,20190219,预增,50.0,80.0
6349,300632.SZ,20190108,预增,100.0,130.0
6350,300632.SZ,20181013,预增,50.0,70.0
6351,300632.SZ,20180713,略增,25.0,45.0
6352,300632.SZ,20180409,略增,0.0,15.0
6353,300632.SZ,20180120,略增,16.21,30.15
6354,603335.SH,20190426,略减,,
6355,603335.SH,20181027,略增,,
6356,603335.SH,20180828,-,,
6357,603335.SH,20180428,-,,
6358,603335.SH,20180328,预减,-80.0,-74.0
6359,603331.SH,20180127,略增,10.0,25.0
6360,300599.SZ,20190410,预增,40.0,60.0
6361,300599.SZ,20190130,预增,30.0,60.0
6362,300599.SZ,20181011,预增,65.0,85.0
6363,300599.SZ,20180713,预增,90.0,120.0
6364,300599.SZ,20180410,预增,80.0,100.0
6365,300599.SZ,20180130,略增,20.0,40.0
6366,300591.SZ,20190312,续亏,-3.0248,58.7901
6367,300591.SZ,20181219,略增,0.0,30.0
6368,300591.SZ,20181013,略减,-45.0,-15.0
6369,300591.SZ,20180712,续盈,-15.0,15.0
6370,300591.SZ,20180405,续亏,-111.0697,15.5721
6371,300591.SZ,20180127,略增,0.0,10.0
6372,603056.SH,20180130,预增,38.0,58.0
6373,300645.SZ,20190329,续亏,14.7594,33.0253
6374,300645.SZ,20181115,略增,15.0,25.0
6375,300645.SZ,20181013,预增,136.23,162.48
6376,300645.SZ,20180714,扭亏,153.9244,261.7731
6377,300645.SZ,20180410,续亏,23.2804,44.5914
6378,300645.SZ,20180127,略减,-12.0,0.0
6379,603856.SH,20180419,预增,84.81,134.53
6380,300608.SZ,20190410,续亏,8.6294,18.7817
6381,300608.SZ,20190131,略增,22.23,37.5
6382,300608.SZ,20181013,预减,-57.0251,-28.3751
6383,300608.SZ,20180713,续亏,-74.6513,-12.2759
6384,300608.SZ,20180410,续亏,10.9937,19.7198
6385,300608.SZ,20180129,略增,15.4,29.83
6386,300605.SZ,20190410,略增,3.0,30.0
6387,300605.SZ,20190115,略增,10.0,28.0
6388,300605.SZ,20181012,略增,3.0,30.0
6389,300605.SZ,20180713,续盈,-5.0,15.0
6390,300605.SZ,20180409,略增,0.0,30.0
6391,300605.SZ,20180127,略增,5.0,35.0
6392,300638.SZ,20190308,预增,424.6,454.57
6393,300638.SZ,20190116,预增,82.41,105.21
6394,300638.SZ,20181015,预增,111.62,131.52
6395,300638.SZ,20180713,预增,40.0,60.0
6396,300638.SZ,20180409,略增,0.0,10.0
6397,300638.SZ,20180130,略增,0.0,10.0
6398,300584.SZ,20190404,略增,25.0,35.0
6399,300584.SZ,20190115,略增,25.0,30.0
6400,300584.SZ,20181008,略增,30.0,40.0
6401,300584.SZ,20180703,略增,30.0,40.0
6402,300584.SZ,20180312,预增,110.0,140.0
6403,300584.SZ,20180113,略增,43.0,48.0
6404,300595.SZ,20190403,略增,25.0,45.0
6405,300595.SZ,20190115,略增,30.0,50.0
6406,300595.SZ,20181012,预增,35.0,55.0
6407,300595.SZ,20180712,略增,30.0,50.0
6408,300595.SZ,20180410,略增,25.0,45.0
6409,300595.SZ,20180115,略增,25.0,45.0
6410,300610.SZ,20190130,略增,4.96,19.92
6411,300610.SZ,20181011,略增,0.5,8.5
6412,300610.SZ,20180711,略减,-30.0,-10.0
6413,300610.SZ,20180410,略减,-35.0,-15.0
6414,300610.SZ,20180130,略增,29.7,49.52
6415,300498.SZ,20190410,首亏,-132.87,-132.52
6416,300498.SZ,20190108,略减,-41.49,-37.79
6417,300498.SZ,20181009,略减,-29.44,-25.72
6418,300498.SZ,20180711,预减,-53.04,-47.52
6419,300498.SZ,20180410,略减,-8.36,-3.61
6420,300498.SZ,20180109,略减,-44.02,-40.63
6421,300736.SZ,20190429,不确定,,
6422,300736.SZ,20190410,首亏,-148.24,-137.59
6423,300736.SZ,20190130,略减,-31.17,-19.06
6424,300736.SZ,20190126,略减,-31.17,-19.06
6425,300736.SZ,20181015,略减,-37.72,-30.51
6426,300736.SZ,20180712,略减,-8.5,-6.6
6427,300736.SZ,20180410,略减,-10.3,-3.14
6428,300736.SZ,20180131,略减,-15.0,-10.0
6429,300663.SZ,20190410,续亏,-9.9539,10.0331
6430,300663.SZ,20190131,续盈,-10.0,10.0
6431,300663.SZ,20181013,续亏,-1.5,5.0
6432,300663.SZ,20180830,续亏,-7.8,0.36
6433,300663.SZ,20180713,续亏,-10.0,10.0
6434,300663.SZ,20180410,续亏,-10.0107,10.0089
6435,300663.SZ,20180130,续盈,-5.0,5.0
6436,300662.SZ,20190410,预增,55.0,80.0
6437,300662.SZ,20190128,预增,35.0,60.0
6438,300662.SZ,20181015,预增,50.0,80.0
6439,300662.SZ,20180711,预增,40.0,55.0
6440,300662.SZ,20180410,略增,27.9,44.98
6441,300662.SZ,20180131,略增,10.0,28.0
6442,300622.SZ,20190409,续盈,-13.6,14.35
6443,300622.SZ,20190129,略增,9.2,18.78
6444,300622.SZ,20181012,略增,24.61,36.54
6445,300622.SZ,20180712,略增,5.08,30.76
6446,300622.SZ,20180409,略增,12.44,33.86
6447,300622.SZ,20180131,略增,31.01,41.59
6448,603938.SH,20180130,预增,70.0,84.0
6449,603587.SH,20180604,略增,13.84,25.82
6450,600133.SH,20190131,预减,-71.0,-61.0
6451,600133.SH,20181030,预减,,
6452,600133.SH,20180828,预减,,
6453,600133.SH,20180428,预减,,
6454,600133.SH,20180131,预增,521.0,541.0
6455,600135.SH,20190129,预减,-84.4,-72.59
6456,600135.SH,20181025,预减,-80.0,-60.0
6457,600135.SH,20180131,略增,31.6,41.32
6458,600136.SH,20190126,预增,32.68,56.09
6459,600136.SH,20181016,预增,139.79,199.74
6460,600136.SH,20180711,预增,313.43,532.3
6461,600136.SH,20180207,预增,19234.88,30835.81
6462,600137.SH,20180131,预增,55.73,74.3
6463,600139.SH,20190430,扭亏,100.4005,100.6675
6464,600139.SH,20190131,扭亏,101.335,103.3375
6465,600139.SH,20181030,续亏,,
6466,600139.SH,20180831,-,,
6467,600139.SH,20180131,首亏,-3729.316,-3297.2545
6468,600141.SH,20180711,预增,64.18,82.42
6469,600141.SH,20180130,预增,200.0,230.0
6470,600146.SH,20190430,首亏,,
6471,600146.SH,20190131,首亏,-978.9955,-884.0083
6472,600146.SH,20181030,首亏,,
6473,600146.SH,20180131,预增,739.04,781.77
6474,600148.SH,20190130,预增,102.0,102.0
6475,600149.SH,20190129,预减,-90.0,-75.0
6476,600149.SH,20180130,扭亏,182.2772,182.2772
6477,600150.SH,20190119,扭亏,118.9125,122.8254
6478,600150.SH,20181031,扭亏,,
6479,600150.SH,20180824,扭亏,,
6480,600150.SH,20180426,扭亏,,
6481,600150.SH,20180131,续亏,4.0977,15.606
6482,600151.SH,20190131,扭亏,108.0879,111.3231
6483,600151.SH,20180824,续亏,,
6484,600152.SH,20190430,首亏,,
6485,600152.SH,20190129,预增,213.0,213.0
6486,600152.SH,20181030,续盈,,
6487,600152.SH,20180831,续盈,,
6488,600152.SH,20180428,续盈,,
6489,600152.SH,20180127,-,42.3924,172.9799
6490,600155.SH,20180131,扭亏,193.1178,193.1178
6491,600156.SH,20190130,扭亏,125.4131,132.344
6492,600156.SH,20180126,首亏,-1017.7707,-870.0834
6493,600157.SH,20190131,预减,-88.38,-83.4
6494,600157.SH,20180411,预增,368.65,415.51
6495,600158.SH,20190129,略增,34.0,46.0
6496,600159.SH,20190131,预增,315.0,315.0
6497,600159.SH,20180130,预减,-79.0,-79.0
6498,600160.SH,20190123,预增,113.0,136.0
6499,600160.SH,20181027,略增,,
6500,600160.SH,20180825,略增,,
6501,600160.SH,20180427,略增,,
6502,600160.SH,20180127,预增,450.0,529.0
6503,600161.SH,20190112,预减,-58.0,-58.0
6504,600161.SH,20180120,预增,358.0,358.0
6505,600163.SH,20180109,预增,40.0,60.0
6506,600165.SH,20190129,预减,-76.46,-66.0
6507,600165.SH,20180412,扭亏,117.7064,121.8726
6508,600165.SH,20180131,扭亏,109.374,111.9779
6509,600166.SH,20190126,首亏,-2959.0591,-2959.0591
6510,600166.SH,20180120,预减,-90.0,-70.0
6511,600169.SH,20180420,扭亏,101.8226,102.6558
6512,600171.SH,20190129,略减,-48.0,-37.0
6513,600171.SH,20181027,略减,,
6514,600171.SH,20180828,略减,,
6515,600171.SH,20180713,预减,-57.0,-57.0
6516,600171.SH,20180426,略减,,
6517,600171.SH,20180124,预增,357.0,383.0
6518,600173.SH,20190123,预增,78.0,78.0
6519,600173.SH,20180125,预增,284.0,284.0
6520,600175.SH,20190413,首亏,-1982.8813,-1982.8813
6521,600175.SH,20190131,首亏,-1222.8358,-1222.8358
6522,600176.SH,20181016,略增,20.0,
