,ts_code,ann_date,type,p_change_min,p_change_max
3679,002356.SZ,20180714,首亏,-311.35,-276.13
3680,002356.SZ,20180427,续盈,-29.55,17.42
3681,002356.SZ,20180331,预增,48.19,80.41
3682,002316.SZ,20181027,扭亏,428.5668,502.4943
3683,002316.SZ,20181013,扭亏,208.7347,228.1516
3684,002316.SZ,20180804,扭亏,187.3761,206.7931
3685,002316.SZ,20180427,扭亏,187.7541,202.5858
3686,002316.SZ,20180228,扭亏,147.0029,184.6053
3687,002316.SZ,20180131,首亏,-1182.0439,-867.2675
3688,601117.SH,20190130,略增,15.0,25.0
3689,002327.SZ,20181020,略增,0.0,20.0
3690,002327.SZ,20180818,略增,0.0,20.0
3691,002327.SZ,20180420,略增,0.0,20.0
3692,002327.SZ,20180130,略增,0.0,20.0
3693,002318.SZ,20181023,预增,100.0,130.0
3694,002318.SZ,20180814,预增,70.0,100.0
3695,002318.SZ,20180424,预增,70.0,100.0
3696,002318.SZ,20180330,预增,70.0,100.0
3697,002317.SZ,20181025,略增,0.0,20.0
3698,002317.SZ,20180803,略增,0.0,20.0
3699,002317.SZ,20180424,略增,0.0,20.0
3700,002319.SZ,20190330,续亏,5.583,88.1979
3701,002319.SZ,20181030,首亏,-438.0866,-325.3911
3702,002319.SZ,20180829,预减,-83.24,-66.48
3703,002319.SZ,20180427,预减,-51.82,-3.63
3704,002319.SZ,20180331,续亏,-47.8796,26.0602
3705,002474.SZ,20181024,略增,0.0,50.0
3706,002474.SZ,20180831,预增,20.0,60.0
3707,002474.SZ,20180427,略增,0.0,50.0
3708,002321.SZ,20181024,预增,46.91,95.87
3709,002321.SZ,20180821,预增,43.06,83.93
3710,002321.SZ,20180707,预增,196.44,226.08
3711,002321.SZ,20180426,预增,54.15,89.72
3712,002331.SZ,20181030,预增,10.0,60.0
3713,002331.SZ,20180808,略增,0.0,50.0
3714,002331.SZ,20180424,续盈,-10.0,40.0
3715,002325.SZ,20181030,续盈,-10.0,30.0
3716,002325.SZ,20180830,续盈,-10.0,20.0
3717,002325.SZ,20180427,略增,0.0,30.0
3718,300001.SZ,20190410,略减,-40.0,-20.0
3719,300001.SZ,20190131,略减,-40.0,-20.0
3720,300001.SZ,20181013,略增,0.0,10.0
3721,300001.SZ,20180712,略增,0.0,20.0
3722,300001.SZ,20180323,略增,0.0,10.0
3723,300001.SZ,20180127,略增,0.0,20.0
3724,300004.SZ,20190410,扭亏,206.8815,235.0083
3725,300004.SZ,20190131,首亏,-3721.1772,-3704.5663
3726,300004.SZ,20181013,预减,-100.0,-70.0
3727,300004.SZ,20180714,首亏,-121.2338,-116.1781
3728,300004.SZ,20180427,预减,-95.0,-65.0
3729,300004.SZ,20180410,续亏,5.0575,30.7176
3730,300004.SZ,20180131,预减,-95.0,-65.0
3731,300010.SZ,20190426,扭亏,,
3732,300010.SZ,20190228,预增,75.0,105.0
3733,300010.SZ,20190131,首亏,-718.8906,-716.4249
3734,300010.SZ,20181013,预减,-91.6,-89.31
3735,300010.SZ,20180711,首亏,-263.0384,-248.7368
3736,300010.SZ,20180410,略减,-28.0,-8.0
3737,300010.SZ,20180131,续盈,-19.73,10.0
3738,300008.SZ,20190410,首亏,-192.0,-162.0
3739,300008.SZ,20190131,首亏,-1190.0,-1160.0
3740,300008.SZ,20181013,首亏,-1045.0,-1041.6
3741,300008.SZ,20180830,预减,-100.0,-70.01
3742,300008.SZ,20180714,略减,-45.0,-15.0
3743,300008.SZ,20180410,预减,-85.0,-55.0
3744,300008.SZ,20180130,略增,20.0,50.0
3745,300006.SZ,20190410,预减,-56.1,-45.13
3746,300006.SZ,20190110,预增,97.98,124.98
3747,300006.SZ,20181013,预增,63.76,71.95
3748,300006.SZ,20180711,预增,91.09,102.6
3749,300006.SZ,20180410,预增,96.59,114.88
3750,300006.SZ,20180131,预增,831.09,859.73
3751,300003.SZ,20190329,预增,80.0,100.0
3752,300003.SZ,20190131,略增,30.0,50.0
3753,300003.SZ,20180814,预增,49.0,57.0
3754,300003.SZ,20180427,预增,50.0,70.0
3755,300003.SZ,20180313,略增,30.0,40.0
3756,300003.SZ,20180130,略增,30.0,40.0
3757,300005.SZ,20190131,续亏,-118.0219,-112.1294
3758,300005.SZ,20190131,预增,75.0,105.0
3759,300005.SZ,20181013,预减,-69.0,-69.0
3760,300005.SZ,20180713,预减,-70.0,-65.0
3761,300005.SZ,20180410,预减,-60.0,-55.0
3762,300005.SZ,20180127,首亏,-153.7423,-150.7231
3763,300009.SZ,20190329,略增,9.16,30.99
3764,300009.SZ,20190131,续盈,-9.99,15.21
3765,300009.SZ,20181012,略增,16.73,28.66
3766,300009.SZ,20180713,略增,10.59,38.24
3767,300009.SZ,20180328,略增,16.55,46.22
3768,300009.SZ,20180130,预增,31.78,57.12
3769,300007.SZ,20190329,略增,10.0,30.0
3770,300007.SZ,20190131,预减,-60.0,-30.0
3771,300007.SZ,20181013,略增,20.0,30.0
3772,300007.SZ,20180714,略增,15.0,30.0
3773,300007.SZ,20180324,略增,25.0,35.0
3774,300007.SZ,20180117,略增,20.0,40.0
3775,603606.SH,20190123,预增,240.0,240.0
3776,002742.SZ,20190330,略增,0.0,20.0
3777,002742.SZ,20181022,略减,-38.45,-22.0
3778,002742.SZ,20180822,略减,-44.0,-22.0
3779,002742.SZ,20180424,略减,-45.01,-25.6
3780,002742.SZ,20180331,略增,30.0,50.0
3781,300463.SZ,20190409,略增,15.0,25.0
3782,300463.SZ,20190123,略增,15.0,25.0
3783,300463.SZ,20181013,略增,15.0,25.0
3784,300463.SZ,20180714,略增,15.0,25.0
3785,300463.SZ,20180410,略增,20.0,30.0
3786,300463.SZ,20180111,略增,15.0,25.0
3787,300398.SZ,20190226,略增,0.0,30.0
3788,300398.SZ,20190131,预增,235.0,263.0
3789,300398.SZ,20181025,略增,,
3790,300398.SZ,20180817,预增,376.8,406.2
3791,300398.SZ,20180713,预增,535.32,564.2
3792,300398.SZ,20180427,略增,,
3793,300398.SZ,20180316,预增,372.35,402.21
3794,300398.SZ,20180130,略增,5.0,35.0
3795,002730.SZ,20190415,预增,80.0,110.0
3796,002730.SZ,20181025,略增,10.0,40.0
3797,002730.SZ,20180829,略增,10.0,40.0
3798,002730.SZ,20180425,略增,10.0,40.0
3799,002730.SZ,20180208,预增,40.0,70.0
3800,603013.SH,20180508,-,,
3801,603013.SH,20180416,预增,62.1,85.31
3802,603318.SH,20190430,不确定,,
3803,603318.SH,20190420,预减,-93.5414,-93.5414
3804,603318.SH,20190131,预减,-87.24,-80.86
3805,603318.SH,20180428,预增,50.0,
3806,603318.SH,20180131,预增,113.0,156.0
3807,300523.SZ,20190410,预减,-89.14,-67.42
3808,300523.SZ,20190131,预增,37.34,59.32
3809,300523.SZ,20181013,预增,4903.1,4927.93
3810,300523.SZ,20180710,扭亏,875.82,953.4
3811,300523.SZ,20180330,扭亏,152.88,175.54
3812,300523.SZ,20180131,略增,10.89,20.97
3813,300443.SZ,20190130,略减,-30.0,-10.0
3814,300443.SZ,20181013,略减,-36.0,-30.0
3815,300443.SZ,20180713,预减,-65.0,-50.0
3816,300443.SZ,20180410,预减,-80.0,-60.0
3817,300443.SZ,20180125,略减,-35.0,-10.0
3818,300455.SZ,20190312,略增,0.07,15.47
3819,300455.SZ,20190128,略增,1.73,15.67
3820,300455.SZ,20181015,略增,0.0,20.0
3821,300455.SZ,20180713,略增,0.5,14.21
3822,300455.SZ,20180330,略增,1.0,20.0
3823,300455.SZ,20180123,略增,1.0,20.0
3824,300449.SZ,20190410,续亏,-46.135,-16.908
3825,300449.SZ,20181122,预增,47.25,74.59
3826,300449.SZ,20181010,预增,1822.83,1851.16
3827,300449.SZ,20180622,预增,1574.0,1602.0
3828,300449.SZ,20180410,续亏,2.0727,15.1297
3829,300449.SZ,20180130,预增,36.0,65.0
3830,603726.SH,20180116,预增,62.0,80.0
3831,002768.SZ,20190330,预增,40.0,60.0
3832,002768.SZ,20181029,预增,30.0,80.0
3833,002768.SZ,20180820,预增,40.0,80.0
3834,002768.SZ,20180426,预增,40.0,80.0
3835,002768.SZ,20180326,预增,50.0,100.0
3836,603015.SH,20190424,不确定,,
3837,603015.SH,20180125,预增,46.68,65.49
3838,603959.SH,20190131,预增,34.0,57.0
3839,002791.SZ,20190329,扭亏,106.8309,134.1543
3840,002791.SZ,20181030,略减,-25.0,0.0
3841,002791.SZ,20180829,略减,-45.0,-5.0
3842,002791.SZ,20180427,预减,-80.0,-30.0
3843,002791.SZ,20180331,首亏,-1173.6192,-457.8731
3844,002732.SZ,20190126,预减,-70.0,-40.0
3845,002732.SZ,20181027,续盈,-40.0,10.0
3846,002732.SZ,20180830,续盈,-40.0,10.0
3847,002732.SZ,20180427,续盈,-40.0,10.0
3848,002808.SZ,20181030,续盈,-20.0,20.0
3849,002808.SZ,20180830,续盈,-20.0,20.0
3850,002808.SZ,20180428,略减,-50.0,0.0
3851,300384.SZ,20190410,略增,10.0,25.0
3852,300384.SZ,20190130,预增,30.0,60.0
3853,300384.SZ,20181010,预增,50.0,60.0
3854,300384.SZ,20180626,预增,40.0,60.0
3855,300384.SZ,20180409,略增,30.0,50.0
3856,300384.SZ,20180131,略增,0.0,20.0
3857,603383.SH,20180131,略增,35.0,50.0
3858,300406.SZ,20190329,略增,0.0,20.0
3859,300406.SZ,20190125,略增,10.0,20.0
3860,300406.SZ,20181013,略增,5.0,15.0
3861,300406.SZ,20180714,略增,5.0,15.0
3862,300406.SZ,20180330,略增,10.0,25.0
3863,300406.SZ,20180118,略增,0.0,10.0
3864,603188.SH,20190129,预减,-66.0,-66.0
3865,603188.SH,20180816,略减,-40.0,-40.0
3866,300511.SZ,20190410,略增,15.93,45.35
3867,300511.SZ,20190131,略增,10.29,39.7
3868,300511.SZ,20180919,预增,50.51,79.64
3869,300511.SZ,20180714,略减,-25.55,-0.74
3870,300511.SZ,20180315,预增,127.85,156.85
3871,300511.SZ,20180131,略增,14.5,43.12
3872,300441.SZ,20190410,预减,-53.48,-35.39
3873,300441.SZ,20190131,略减,-20.51,-0.64
3874,300441.SZ,20181013,略增,14.66,20.69
3875,300441.SZ,20180709,略增,10.54,29.65
3876,300441.SZ,20180404,略增,20.03,40.32
3877,300441.SZ,20180131,预增,98.27,128.01
3878,300513.SZ,20190410,预增,1640.0,1670.0
3879,300513.SZ,20190130,预增,225.0,255.0
3880,300513.SZ,20181013,预增,1190.0,1220.0
3881,300513.SZ,20180714,预增,330.0,360.0
3882,300513.SZ,20180410,预增,437.22,897.7
3883,300513.SZ,20180130,续盈,-20.0,10.0
3884,002786.SZ,20190330,续亏,-231.7111,-80.9333
3885,002786.SZ,20190118,略减,-43.72,-15.58
3886,002786.SZ,20181030,略减,-43.72,-15.58
3887,002786.SZ,20180727,预减,-83.42,-48.18
3888,002786.SZ,20180712,预减,-93.4,-80.21
3889,002786.SZ,20180426,首亏,-132.9821,-100.0
3890,002786.SZ,20180330,首亏,-410.627,-224.2508
3891,002776.SZ,20190116,略增,30.0,50.0
3892,002776.SZ,20181018,略增,10.0,20.0
3893,002776.SZ,20180817,略增,10.0,20.0
3894,002776.SZ,20180427,略增,0.0,20.0
3895,002771.SZ,20190426,预减,-65.0,-15.0
3896,002771.SZ,20190327,预减,-85.0,-35.0
3897,002771.SZ,20181018,续盈,-35.0,5.0
3898,002771.SZ,20180731,略减,-50.0,-20.0
3899,002771.SZ,20180426,略减,-50.0,-20.0
3900,300448.SZ,20190326,预增,51.61,73.72
3901,300448.SZ,20190117,略增,11.08,30.41
3902,300448.SZ,20181013,预增,60.41,73.33
3903,300448.SZ,20180627,预增,50.17,72.21
3904,300448.SZ,20180410,扭亏,124.8858,143.5502
3905,300448.SZ,20180116,略增,10.14,37.68
3906,002818.SZ,20181030,略增,9.03,15.17
3907,002818.SZ,20180821,略增,8.64,22.47
3908,002818.SZ,20180411,略增,12.64,33.39
3909,002767.SZ,20181026,略减,-40.0,0.0
3910,002767.SZ,20180727,续盈,-35.0,10.0
3911,002767.SZ,20180416,续盈,-25.0,15.0
3912,603528.SH,20180123,预减,-67.0,-67.0
3913,002735.SZ,20190325,预增,60.0,100.0
3914,002735.SZ,20181019,略增,0.0,30.0
3915,002735.SZ,20180824,略增,0.0,40.0
3916,002735.SZ,20180424,续盈,-20.0,20.0
3917,300326.SZ,20190121,预增,30.0,60.0
3918,300326.SZ,20190121,预增,120.0,150.0
3919,300326.SZ,20180922,略增,0.0,10.0
3920,300326.SZ,20180713,略增,0.0,30.0
3921,300326.SZ,20180410,略增,0.0,30.0
3922,300326.SZ,20180125,略增,10.0,30.0
3923,603895.SH,20180108,略增,3.27,15.87
3924,603583.SH,20190130,预增,57.15,63.48
3925,603583.SH,20180813,略增,19.91,28.71
3926,300719.SZ,20190410,续亏,-29.6166,-9.6755
3927,300719.SZ,20190131,略减,-44.0,-35.0
3928,300719.SZ,20181015,首亏,-360.6114,-334.5502
3929,300719.SZ,20180713,续亏,75.6687,87.8344
3930,300719.SZ,20180426,-,,
3931,300719.SZ,20180331,续亏,-170.7887,-103.0915
3932,300719.SZ,20180131,续盈,-4.59,0.9
3933,002915.SZ,20181023,略减,-25.0,0.0
3934,002915.SZ,20180817,略减,-40.0,0.0
3935,002915.SZ,20180420,续盈,-25.0,15.0
3936,002913.SZ,20181024,预增,35.0,70.0
3937,002913.SZ,20180820,预增,46.98,86.98
3938,002913.SZ,20180423,略增,0.0,20.0
3939,002939.SZ,20180917,略减,-29.54,-18.6
3940,002939.SZ,20180917,略减,-28.91,-19.71
3941,002925.SZ,20190330,略减,-20.0,0.0
3942,002925.SZ,20181024,略减,-20.0,0.0
3943,002925.SZ,20180818,略减,-20.0,0.0
3944,002925.SZ,20180420,略减,-30.0,-10.0
3945,002925.SZ,20180330,略减,-15.0,0.0
3946,002945.SZ,20181210,略减,-25.54,-19.08
3947,603848.SH,20180706,预增,55.0,65.0
3948,603848.SH,20180417,预增,50.0,60.0
3949,300726.SZ,20190329,略增,10.0,40.0
3950,300726.SZ,20190129,略增,0.0,20.0
3951,300726.SZ,20181012,略增,10.0,30.0
3952,300726.SZ,20180710,略增,20.0,50.0
3953,300726.SZ,20180409,略增,0.0,30.0
3954,300726.SZ,20180125,略增,0.0,10.0
3955,300705.SZ,20190411,略减,-14.02,-2.29
3956,300705.SZ,20190131,略增,2.08,13.75
3957,300705.SZ,20181013,略减,-7.23,-0.76
3958,300705.SZ,20180713,略增,5.75,17.95
3959,300705.SZ,20180329,略增,8.42,33.06
3960,300705.SZ,20180126,略增,24.71,37.55
3961,300707.SZ,20190410,预减,-67.62,-51.43
3962,300707.SZ,20190119,续盈,-5.42,6.4
3963,300707.SZ,20181012,略增,9.58,17.91
3964,300707.SZ,20180705,预增,27.22,50.35
3965,300707.SZ,20180405,预增,110.12,138.13
3966,300707.SZ,20180118,预增,46.96,61.65
3967,002958.SZ,20190212,略增,2.64,9.97
3968,603356.SH,20180103,略减,-7.69,-4.56
3969,300674.SZ,20190410,扭亏,100.0663,113.2568
3970,300674.SZ,20181106,略增,9.9,23.64
3971,300729.SZ,20190410,略减,-27.66,-20.43
3972,300729.SZ,20190129,略减,-9.3,-6.1
3973,300729.SZ,20181013,略减,-5.0,0.0
3974,300729.SZ,20180710,略减,-9.3,-1.3
3975,300729.SZ,20180410,略减,-12.4,-5.9
3976,300729.SZ,20180123,略增,1.52,8.18
3977,002910.SZ,20181026,略减,-40.0,-15.0
3978,002910.SZ,20180820,略减,-40.0,-20.0
3979,002910.SZ,20180818,略减,-40.0,-20.0
3980,002910.SZ,20180814,略减,-37.09,-26.5
3981,002910.SZ,20180420,略增,1.0,10.0
3982,601860.SH,20181119,略增,6.77,8.52
3983,300716.SZ,20190410,预减,-61.52,-51.9
3984,300716.SZ,20190119,略减,-12.31,-2.56
3985,300716.SZ,20181013,略增,7.33,10.08
3986,300716.SZ,20180714,略增,1.62,12.5
3987,300716.SZ,20180410,略增,35.56,49.11
3988,600903.SH,20181026,-,,
3989,002948.SZ,20181205,略增,1.0,10.0
3990,300710.SZ,20190410,预增,389.56,414.03
3991,300710.SZ,20190131,预减,-69.0,-57.25
3992,300710.SZ,20181027,略减,,
3993,300710.SZ,20181016,预减,-70.07,-57.06
3994,300710.SZ,20180717,预减,-60.0,-30.0
3995,300710.SZ,20180411,预减,-100.0,-72.9
3996,300710.SZ,20180127,略增,0.0,10.0
3997,300747.SZ,20190409,略减,-22.35,-0.17
3998,300747.SZ,20190122,预增,44.31,65.96
3999,300747.SZ,20181008,预增,67.55,72.17
4000,300747.SZ,20180605,预增,56.4,75.29
4001,603706.SH,20180811,略减,-3.15,-0.16
4002,603706.SH,20180619,略增,5.83,11.82
4003,601869.SH,20180702,略增,30.97,44.75
4004,300759.SZ,20190410,略增,15.0,45.0
4005,300759.SZ,20190125,预增,41.65,55.07
4006,601066.SH,20180530,续盈,-14.83,7.81
4007,002937.SZ,20190326,预增,156.77,199.56
4008,002937.SZ,20190321,预增,156.77,199.56
4009,002937.SZ,20181022,略增,20.5,26.5
4010,002937.SZ,20180903,略增,14.98,18.0
4011,603629.SH,20181203,略增,4.09,11.98
4012,603220.SH,20181029,预增,166.98,213.2
4013,002940.SZ,20181022,略增,5.34,21.97
4014,002940.SZ,20180926,略增,21.03,27.28
4015,603650.SH,20180703,预增,41.11,59.16
4016,603650.SH,20180606,略增,27.0,41.19
4017,603693.SH,20180612,略增,0.08,10.09
4018,300758.SZ,20190409,略减,-27.79,-23.33
4019,300758.SZ,20190221,略增,2.0,16.0
4020,603810.SH,20180904,预增,49.76,65.52
4021,002942.SZ,20181204,预增,61.8,78.9
4022,002942.SZ,20181023,预增,79.89,95.16
4023,300694.SZ,20190410,续盈,-5.0,10.0
4024,300694.SZ,20181012,略增,1.53,11.23
4025,300757.SZ,20190410,略增,20.0,50.0
4026,300757.SZ,20190107,略增,10.0,40.0
4027,300751.SZ,20190226,略增,0.56,19.47
4028,300751.SZ,20181108,略增,23.76,35.99
4029,603297.SH,20180821,略增,1.0,11.0
4030,000936.SZ,20190402,预增,2568.59,3039.52
4031,000936.SZ,20190117,预增,30.0,60.0
4032,000936.SZ,20181009,预增,125.0,155.0
4033,000936.SZ,20180116,预减,-71.0,-61.0
4034,000937.SZ,20180127,预增,289.38,336.52
4035,000938.SZ,20190415,预增,40.0,60.0
4036,000938.SZ,20180126,预增,89.0,99.0
4037,000939.SZ,20190430,续亏,-4.0,17.0
4038,000939.SZ,20190415,续亏,-147.0,-129.0
4039,000939.SZ,20190131,续亏,-158.0,-115.0
4040,000939.SZ,20181013,首亏,-5263.44,-3972.58
4041,000939.SZ,20180828,首亏,-1651.46,-972.04
4042,000939.SZ,20180629,首亏,-644.76,-551.37
4043,000939.SZ,20180331,首亏,-579.7201,-489.7725
4044,000948.SZ,20190413,续亏,2.4796,15.6074
4045,000948.SZ,20190124,预增,173.0,264.0
4046,000948.SZ,20181013,扭亏,121.8459,141.7059
4047,000948.SZ,20180818,扭亏,101.986,141.7059
4048,000948.SZ,20180713,续亏,13.1472,30.5177
4049,000948.SZ,20180410,续亏,-24.7853,-9.4608
4050,000949.SZ,20190126,预增,246.84,289.78
4051,000949.SZ,20180714,预减,-54.99,-50.9
4052,000949.SZ,20180413,预减,-96.74,-93.48
4053,000949.SZ,20180131,预减,-76.0,-71.0
4054,000950.SZ,20190118,略减,-42.15,-37.63
4055,000950.SZ,20181015,预减,-51.9177,-49.7322
4056,000950.SZ,20180713,预增,62.2612,73.0786
4057,000950.SZ,20180414,略增,13.0917,30.4904
4058,000950.SZ,20180125,预增,320.2662,347.5056
4059,000951.SZ,20190410,预增,50.0,70.0
4060,000951.SZ,20180124,预增,100.0,140.0
4061,000952.SZ,20190415,预减,-68.19,-58.76
4062,000952.SZ,20190130,预增,47.3,66.3
4063,000952.SZ,20181015,预增,56.0,77.94
4064,000952.SZ,20180713,预增,116.88,146.45
4065,000952.SZ,20180414,预增,243.84,284.77
4066,000953.SZ,20190413,续亏,51.8376,67.0468
4067,000953.SZ,20190131,首亏,-1050.0,-980.0
4068,000953.SZ,20181013,续亏,-33443.8546,-31766.6618
4069,000953.SZ,20180714,首亏,-404.2682,-383.4279
4070,000953.SZ,20180414,首亏,-4380.4729,-3870.8928
4071,000953.SZ,20180125,扭亏,118.3408,122.5733
4072,000955.SZ,20190413,扭亏,131.1305,146.6958
4073,000955.SZ,20190131,首亏,-342.08,-265.05
4074,000955.SZ,20181015,续亏,23.3141,34.2693
4075,000955.SZ,20180714,续亏,20.3,46.8667
4076,000955.SZ,20180414,首亏,-614.5621,-511.6497
4077,000955.SZ,20180116,预增,103.0,118.0
4078,000957.SZ,20190129,预减,-86.93,-80.39
4079,000957.SZ,20181011,预减,-75.39,-71.29
4080,000957.SZ,20180714,预减,-56.15,-46.4
4081,000957.SZ,20180414,预减,-97.79,-95.57
4082,000957.SZ,20180124,预减,-70.98,-60.75
4083,000959.SZ,20180714,预增,49.65,52.81
4084,000959.SZ,20180131,预增,448.6777,473.6176
4085,000960.SZ,20190131,略增,17.56,26.06
4086,000960.SZ,20180130,预增,377.5224,436.2943
4087,000961.SZ,20190130,预增,220.0,270.0
4088,000961.SZ,20181030,预增,,
4089,000961.SZ,20181010,预增,200.0,220.0
4090,000961.SZ,20180710,预增,160.0,180.0
4091,000962.SZ,20190413,扭亏,108.9722,113.1132
4092,000962.SZ,20190130,扭亏,105.7891,108.4205
4093,000962.SZ,20181011,扭亏,100.0,104.2613
4094,000962.SZ,20180713,续亏,73.7817,84.269
4095,000962.SZ,20180411,续亏,27.6845,58.1331
4096,000962.SZ,20180131,首亏,-1479.0794,-927.4476
4097,000965.SZ,20190429,首亏,-125.12,-112.56
4098,000965.SZ,20190412,首亏,-108.52,-107.67
4099,000965.SZ,20190131,预减,-78.09,-68.36
4100,000965.SZ,20180831,预增,129.88,178.28
4101,000966.SZ,20190412,预增,313.55,343.09
4102,000966.SZ,20190105,扭亏,255.48,285.09
4103,000966.SZ,20181013,预增,177.14,204.85
4104,000966.SZ,20180707,扭亏,111.65,133.83
4105,000966.SZ,20180127,首亏,-137.61,-122.57
4106,000967.SZ,20190411,略增,18.51,28.82
4107,000967.SZ,20190131,略增,4.77,20.53
4108,000967.SZ,20180131,预增,34.0,55.0
4109,000968.SZ,20190129,略增,27.0,41.0
4110,000968.SZ,20181015,预增,41.95,57.72
4111,000968.SZ,20180710,略增,16.0,40.0
4112,000969.SZ,20190408,预增,426.29,467.57
4113,000969.SZ,20190129,首亏,-505.6131,-454.9114
4114,000969.SZ,20181030,首亏,-505.61,-421.11
4115,000969.SZ,20181013,首亏,-247.78,-214.94
4116,000969.SZ,20180714,首亏,-150.0,-120.0
4117,000971.SZ,20190415,不确定,-138.028,-80.986
4118,000971.SZ,20190130,首亏,-1231.9618,-948.9714
4119,000971.SZ,20181015,预减,-83.9113,-75.867
4120,000971.SZ,20180714,预减,-66.025,-51.4642
4121,000971.SZ,20180413,预减,-62.5012,-50.0016
4122,000971.SZ,20180125,续盈,-3.6538,23.8737
4123,000972.SZ,20190413,续亏,-10.2067,19.8497
4124,000972.SZ,20190130,首亏,-1353.7526,-1081.1977
4125,000972.SZ,20181013,首亏,-277.7188,-218.3958
4126,000972.SZ,20180825,-,,
4127,000972.SZ,20180714,续亏,-134.5997,-54.736
4128,000972.SZ,20180414,续亏,42.1007,61.4004
4129,000972.SZ,20180131,扭亏,110.2317,114.9541
4130,000973.SZ,20190413,略减,-29.31,-16.45
4131,000973.SZ,20190119,略增,4.08,23.01
4132,000973.SZ,20181013,略减,-36.29,-28.33
4133,000973.SZ,20180714,略减,-30.53,-18.95
4134,000973.SZ,20180414,略减,-30.82,-16.99
4135,000973.SZ,20180124,略减,-20.42,-4.5
4136,000975.SZ,20190413,预增,41.75,50.34
4137,000975.SZ,20190128,预增,88.05,93.93
4138,000975.SZ,20181026,预增,76.3,88.05
4139,000975.SZ,20181015,预增,93.18,105.78
4140,000975.SZ,20180828,预增,197.11,228.38
4141,000975.SZ,20180714,预增,136.01,183.21
4142,000975.SZ,20180427,预增,207.39,207.39
4143,000975.SZ,20180413,预增,430.3812,526.8141
4144,000975.SZ,20180113,预增,27.48,59.35
4145,000976.SZ,20180627,略增,3.13,3.13
4146,000976.SZ,20180131,预增,1196.6,1520.75
4147,000977.SZ,20190415,预增,50.0,80.0
4148,000977.SZ,20190131,预增,45.0,75.0
4149,000977.SZ,20180131,预增,35.0,65.0
4150,000978.SZ,20190413,续亏,12.1622,12.1622
4151,000978.SZ,20190131,预增,51.11,51.11
4152,000978.SZ,20180414,续亏,-42.8679,-42.8679
4153,000978.SZ,20180131,预增,785.0,785.0
4154,000980.SZ,20180414,预增,74.8071,118.1592
4155,000981.SZ,20190426,首亏,-139.34,-135.6
4156,000981.SZ,20190415,预减,-93.53,-90.76
4157,000981.SZ,20190131,预减,-87.51,-75.02
4158,000981.SZ,20180714,略增,11.04,26.9
4159,000981.SZ,20180414,预增,127.67,149.35
4160,000981.SZ,20180119,预增,119.86,149.18
4161,000982.SZ,20190413,续亏,-50.7043,-20.5635
4162,000982.SZ,20190131,首亏,-5312.44,-3644.46
4163,000982.SZ,20181013,续亏,-35.0652,-22.0782
4164,000982.SZ,20180713,续亏,-28.9382,-12.8209
4165,000982.SZ,20180414,续亏,-7.4389,5.991
4166,000982.SZ,20180131,扭亏,102.4523,103.3955
4167,000983.SZ,20180131,预增,245.0,295.0
4168,000985.SZ,20190420,扭亏,257.9921,325.7031
4169,000985.SZ,20190413,扭亏,187.5114,207.7064
4170,000985.SZ,20190112,首亏,-108.3065,-104.1532
4171,000985.SZ,20181027,预减,-81.31,-75.08
4172,000985.SZ,20181013,首亏,-127.0024,-121.6019
4173,000985.SZ,20180818,首亏,-151.3,-140.5
4174,000985.SZ,20180713,首亏,-130.795,-124.636
4175,000985.SZ,20180420,预减,-69.2,-56.89
4176,000985.SZ,20180410,首亏,-152.7344,-141.0157
4177,000987.SZ,20190409,预增,110.0,150.0
4178,000988.SZ,20190412,预增,44.86,64.61
4179,000988.SZ,20180117,预增,39.25,52.3
4180,000989.SZ,20190129,预减,-55.64,-48.71
4181,000990.SZ,20180130,预增,622.15,671.8
4182,000993.SZ,20190413,扭亏,132.19,148.28
4183,000993.SZ,20190130,首亏,-2003.59,-1583.03
4184,000993.SZ,20181012,首亏,-200.0,-150.0
4185,000993.SZ,20180713,首亏,-289.9999,-240.0
4186,000993.SZ,20180413,首亏,-3549.9638,-3499.9616
4187,000995.SZ,20190412,续亏,38.84,50.31
4188,000995.SZ,20190122,续亏,52.03,62.69
4189,000995.SZ,20181013,续亏,37.86,40.83
4190,000995.SZ,20180712,续亏,48.75,56.07
4191,000995.SZ,20180414,续亏,-4.4877,10.4391
4192,000995.SZ,20180130,续亏,-10.5169,5.2713
4193,000996.SZ,20190415,首亏,-110.55,-100.12
4194,000996.SZ,20190410,预减,-91.75,-88.45
4195,000996.SZ,20190129,预减,-96.7,-91.75
4196,000996.SZ,20181013,预减,-74.98,-64.26
4197,000996.SZ,20180131,预增,31.752,56.1506
4198,000998.SZ,20181015,预减,-70.0,-40.0
4199,000998.SZ,20180131,预增,50.0,70.0
4200,000999.SZ,20190427,预增,83.91,102.06
4201,000999.SZ,20190314,预增,143.55,179.02
4202,600459.SH,20190118,略增,25.7,34.08
4203,600570.SH,20190405,预增,579.98,622.7
4204,600570.SH,20190129,略增,26.96,39.92
4205,600570.SH,20180130,预增,2360.17,2688.2
4206,600392.SH,20180127,扭亏,1104.4956,1317.5705
4207,600584.SH,20190416,首亏,-376.69,-376.69
4208,600584.SH,20190131,首亏,-359.2131,-321.3506
4209,600584.SH,20180123,预增,220.0,258.0
4210,601975.SH,20190124,略减,-29.29,-29.29
4211,601975.SH,20181228,略增,9.5522,9.5522
