,ts_code,ann_date,f_ann_date,comp_type,net_profit,finan_exp,free_cashflow,im_net_cashflow_oper_act
4802,002819.SZ,20190424,20190424,1,,,-86411472.22,
4803,002819.SZ,20190320,20190320,1,55597590.55,3475171.59,-7982439.6147,-136319494.7
4804,300526.SZ,20190429,20190429,1,,,,
4805,300526.SZ,20190429,20190429,1,,,-61344187.17,
4806,300526.SZ,20190426,20190426,1,22698760.39,20715706.22,62158136.2808,125963610.98
4807,300496.SZ,20190426,20190426,1,,,-85358110.27,
4808,300496.SZ,20190426,20190426,1,166860607.3,5555294.88,153482710.6006,253327252.84
4809,300555.SZ,20190426,20190426,1,,,-24669633.32,
4810,300555.SZ,20190426,20190426,1,9538206.77,2585676.33,21768855.0724,-8321305.31
4811,300547.SZ,20190426,20190426,1,,,,
4812,300547.SZ,20190426,20190426,1,,,-36345522.01,
4813,300547.SZ,20190403,20190403,1,137138181.02,,52859833.2442,119157408.36
4814,300522.SZ,20190419,20190419,1,,,-34348221.7,
4815,300522.SZ,20190329,20190329,1,66982615.36,191671.88,74361147.751,53123248.82
4816,300484.SZ,20190423,20190423,1,,,-18561382.66,
4817,300484.SZ,20190423,20190423,1,24519516.4,1898053.37,192653.9668,-5972336.59
4818,300699.SZ,20190423,20190423,1,,,-254346067.27,
4819,300699.SZ,20190326,20190326,1,376580541.94,,356344679.878,236908324.95
4820,300635.SZ,20190426,20190426,1,,,-65346346.77,
4821,300635.SZ,20190330,20190330,1,65336075.23,3566572.64,-18044132.3919,-2763875.91
4822,002884.SZ,20190427,20190427,1,,,-42029055.25,
4823,002884.SZ,20190319,20190319,1,223171460.33,-4463358.08,16571773.7767,196171288.61
4824,300625.SZ,20190425,20190425,1,,,,
4825,300625.SZ,20190425,20190425,1,180267395.4,224590.16,,-70200619.03
4826,300625.SZ,20190425,20190425,1,180267395.4,224590.16,188492740.2086,-70200619.03
4827,603725.SH,20190424,20190424,1,,,-31821224.81,
4828,603725.SH,20190424,20190424,1,48296392.43,18390912.77,-33364518.1683,66878573.84
4829,603711.SH,20190420,20190420,1,,,-403598242.21,
4830,603711.SH,20190328,20190328,1,314699479.73,4664073.65,-63127970.0548,613216607.45
4831,300767.SZ,20190426,20190426,1,,,,
4832,300767.SZ,20190426,20190426,1,,,-46057615.9,
4833,300767.SZ,20190312,20190312,1,114434032.26,,26661436.2077,116585609.66
4834,300767.SZ,20190426,20190426,1,,,,
4835,300767.SZ,20190312,20190312,1,65395913.92,,29900870.1053,22258943.77
4836,300767.SZ,20190312,20190312,1,68735766.77,20749.85,33208318.7088,48788782.57
4837,300630.SZ,20190423,20190423,1,,,-177604953.62,
4838,300630.SZ,20190402,20190402,1,181427309.51,-2870108.21,-94063309.536,94785675.25
4839,002879.SZ,20190426,20190426,1,,,,
4840,002879.SZ,20190426,20190426,1,,,-189355658.76,
4841,002879.SZ,20190319,20190319,1,128315226.08,-22177335.38,63327533.0405,60077134.83
4842,300611.SZ,20190423,20190423,1,,,-17438027.25,
4843,300611.SZ,20190423,20190423,1,18398852.47,7604892.86,-59204858.5417,35366049.97
4844,300626.SZ,20190423,20190423,1,,,13994127.4,
4845,300626.SZ,20190423,20190423,1,44084128.49,11030256.92,-67666824.6734,12828284.61
4846,603387.SH,20190426,20190426,1,,,-41907993.6,
4847,603387.SH,20190410,20190410,1,250644366.91,-1300741.13,-184863820.2721,187097698.21
4848,603079.SH,20190427,20190427,1,,,-53674483.08,
4849,603079.SH,20190319,20190319,1,42583761.68,1384368.39,110540844.2119,88685912.89
4850,300637.SZ,20190419,20190419,1,,,-65493763.78,
4851,300637.SZ,20190320,20190320,1,137484515.51,-1636344.13,-56024888.3959,162907786.64
4852,300670.SZ,20190419,20190419,1,,,-18351314.03,
4853,300670.SZ,20190419,20190419,1,35796153.66,,17739690.4487,-21727473.23
4854,603880.SH,20190427,20190427,1,,,42222495.4,
4855,603880.SH,20190329,20190329,1,36805977.21,-247693.03,-97447044.2892,52749492.03
4856,300695.SZ,20190429,20190429,1,,,,
4857,300695.SZ,20190429,20190429,1,,,-86903936.94,
4858,300695.SZ,20190416,20190416,1,195940773.61,-16512183.56,827490735.41,140978179.9
4859,300636.SZ,20190423,20190423,1,,,-91795014.93,
4860,300636.SZ,20190418,20190418,1,24530816.75,1625.0,18001974.8377,74932539.99
4861,603767.SH,20190426,20190426,1,,,,
4862,603767.SH,20190426,20190426,1,,,34006414.56,
4863,603767.SH,20190329,20190329,1,56047826.56,753237.06,255034291.0717,32105893.7
4864,603985.SH,20190427,20190427,1,,,,
4865,603985.SH,20190427,20190427,1,,,-156235200.91,
4866,603985.SH,20190412,20190412,1,127147489.9,-3350410.38,-46887672.7488,39600839.63
4867,603619.SH,20190427,20190427,1,,,-278017881.64,
4868,603619.SH,20190427,20190427,1,29967466.81,33779082.53,-348947768.8159,106444735.39
4869,300708.SZ,20190424,20190424,1,,,,
4870,300708.SZ,20190416,20190416,1,20371592.85,46375976.32,,354632383.75
4871,300708.SZ,20190416,20190416,1,20371592.85,46375976.32,-870399249.81,354632383.75
4872,300603.SZ,20190425,20190425,1,,,48159911.09,
4873,300603.SZ,20190425,20190425,1,41353508.77,9764397.34,-246760122.7538,-241337181.08
4874,603042.SH,20190427,20190427,1,,,,
4875,603042.SH,20190427,20190427,1,-106131866.27,13578568.69,-387537733.3,-53324953.04
4876,300701.SZ,20190423,20190423,1,,,-7386833.66,
4877,300701.SZ,20190423,20190423,1,70320684.35,-324879.76,21250971.0842,63575984.01
4878,603187.SH,20190426,20190426,1,,,,
4879,603187.SH,20190426,20190426,1,,,-547861988.34,
4880,603187.SH,20190415,20190415,1,139297780.17,-1593390.36,13589357.4188,137542889.53
4881,603187.SH,20190426,20190426,1,,,,
4882,300620.SZ,20190426,20190426,1,,,-22562556.54,
4883,300620.SZ,20190409,20190409,1,81458592.42,-9688795.23,193256602.12,29319397.93
4884,603357.SH,20190430,20190430,1,,,,
4885,603357.SH,20190430,20190430,1,,,153559017.4677,
4886,603357.SH,20190323,20190323,1,436602454.96,472273.36,114124097.5565,257103447.18
4887,603196.SH,20190429,20190429,1,,,32274805.23,
4888,603196.SH,20190429,20190429,1,28251415.74,-3469130.65,-43093301.8354,-24796854.51
4889,300628.SZ,20190424,20190424,1,,,,
4890,300628.SZ,20190424,20190424,1,,,-229583546.67,
4891,300628.SZ,20190424,20190424,1,851477077.83,-1876363.66,,683545237.01
4892,300628.SZ,20190424,20190424,1,851477077.83,-1876363.66,394021706.8481,683545237.01
4893,002935.SZ,20190425,20190425,1,,,,
4894,002935.SZ,20190425,20190425,1,97078029.74,3469163.12,-108667746.9417,100116463.17
4895,002935.SZ,20190425,20190425,1,,,,
4896,300609.SZ,20190426,20190426,1,,,,
4897,300609.SZ,20190402,20190402,1,66574098.83,-1855824.1,55201281.9088,21454759.49
4898,603157.SH,20190430,20190430,1,,,347724609.1954,
4899,603157.SH,20190329,20190329,1,-199182000.0,39502000.0,-945408000.0,157620000.0
4900,002900.SZ,20190429,20190429,1,,,,
4901,002900.SZ,20190429,20190429,1,,,-149746490.79,
4902,002900.SZ,20190424,20190424,1,204386571.21,1973664.03,101609290.0884,292457733.07
4903,300633.SZ,20190425,20190425,1,,,-21522930.16,
4904,300633.SZ,20190425,20190425,1,252623779.82,-4635403.95,279875807.5922,233647896.86
4905,300621.SZ,20190425,20190425,1,,,-114872537.28,
4906,300621.SZ,20190425,20190425,1,67129005.64,24433492.92,-13751382.7336,62703285.44
4907,002866.SZ,20190420,20190420,1,,,-70929701.21,
4908,002866.SZ,20190316,20190316,1,96301421.78,3162800.59,-105278556.9103,25535089.48
4909,002886.SZ,20190427,20190427,1,,,-41789771.08,
4910,002886.SZ,20190423,20190423,1,35047668.59,19843993.3,-115939279.4638,-116018439.19
4911,300627.SZ,20190424,20190424,1,,,-225896417.03,
4912,300627.SZ,20190420,20190420,1,107870002.35,1467616.21,,-26055000.85
4913,300627.SZ,20190420,20190420,1,107870002.35,1467616.21,-56588168.8185,-26055000.85
4914,603978.SH,20190429,20190429,1,,,-12865360.29,
4915,603978.SH,20190423,20190423,1,125097276.49,4735069.75,268170338.0695,132584246.23
4916,300661.SZ,20190427,20190427,1,,,112101526.14,
4917,300661.SZ,20190425,20190425,1,103694105.16,68115.6,-65284964.5266,83674688.46
4918,603063.SH,20190427,20190427,1,,,,
4919,603063.SH,20190427,20190427,1,105039578.14,85213.95,245459682.2883,46245633.96
4920,002880.SZ,20190426,20190426,1,,,-67514065.86,
4921,002880.SZ,20190412,20190412,1,156636847.6,3751285.43,22174387.2344,99540259.35
4922,002877.SZ,20190425,20190425,1,,,-95439220.94,
4923,002877.SZ,20190422,20190422,1,63043783.51,4790593.05,90921422.6104,43615179.84
4924,603970.SH,20190425,20190425,1,,,-37262920.49,
4925,603970.SH,20190423,20190423,1,115149850.94,39518616.85,-5797467.7681,65690394.82
4926,002893.SZ,20190427,20190427,1,,,,
4927,002893.SZ,20190427,20190427,1,,,-467167796.2,
4928,002893.SZ,20190425,20190425,1,38252237.26,22184096.58,-2410472.7258,154099411.14
4929,600190.SH,20190426,20190426,1,,,,
4930,600190.SH,20190426,20190426,1,,,-989964075.24,
4931,600190.SH,20190417,20190417,1,246475964.21,433151079.01,5011533414.98,536342646.47
4932,600190.SH,20190417,20190417,1,246475964.21,433151079.01,3422571683.398,536342646.47
4933,600191.SH,20190430,20190430,1,,,-8136841.77,
4934,600191.SH,20190430,20190430,1,-116600029.77,7345118.76,-106911042.2,-43051684.89
4935,600192.SH,20190426,20190426,1,,,-47946811.9,
4936,600192.SH,20190328,20190328,1,20111129.67,53898556.48,81084774.9962,68285540.21
4937,600193.SH,20190426,20190426,1,,,-56892751.01,
4938,600193.SH,20190320,20190320,1,31016730.42,,-26621374.791,-21230460.74
4939,600195.SH,20190430,20190430,1,,,,
4940,600195.SH,20190430,20190430,1,,,779687727.0518,
4941,600195.SH,20190430,20190430,1,450031741.27,42799956.45,,186380649.72
4942,600195.SH,20190430,20190430,1,450031741.27,42799956.45,328231940.3547,186380649.72
4943,600196.SH,20190430,20190430,1,,,-505808698.5511,
4944,600196.SH,20190326,20190326,1,3019882133.68,922157321.78,-231207770.8733,2950105213.4
4945,600197.SH,20190426,20190426,1,,,-98750002.25,
4946,600197.SH,20190426,20190426,1,433774162.21,735031.47,92156701.5497,288503127.4
4947,600198.SH,20190427,20190427,1,,,,
4948,600198.SH,20190418,20190418,1,572052856.11,263189955.13,-1639608783.6623,194257470.54
4949,600199.SH,20190430,20190430,1,,,-155785121.571,
4950,600199.SH,20190430,20190430,1,102762428.46,-35043460.08,-250558725.6002,-184290361.92
4951,600200.SH,20190430,20190430,1,,,-195778442.4235,
4952,600200.SH,20190420,20190420,1,-282327074.04,35583692.0,,334027632.2
4953,600200.SH,20190420,20190420,1,-282327074.04,35583692.0,-80917569.15,334027632.2
4954,600201.SH,20190429,20190429,1,,,-324205663.57,
4955,600201.SH,20190429,20190429,1,749602998.13,2639879.99,-192065827.2828,422460842.44
4956,600202.SH,20190423,20190423,1,,,,
4957,600202.SH,20190326,20190326,1,20839681.02,20886329.91,152477033.4884,-4269282.13
4958,600203.SH,20190430,20190430,1,,,-129672291.9673,
4959,600203.SH,20190413,20190413,1,29165447.14,72312787.91,,-280065669.38
4960,600203.SH,20190413,20190413,1,29165447.14,72312787.91,-182726975.43,-280065669.38
4961,600206.SH,20190426,20190426,1,,,,
4962,600206.SH,20190426,20190426,1,,,-506610996.67,
4963,600206.SH,20190315,20190315,1,82500478.15,3757258.48,-51267358.011,112256335.71
4964,600207.SH,20190427,20190427,1,,,,
4965,600207.SH,20190323,20190323,1,-327864489.59,-9016770.88,73714660.87,100305197.72
4966,600208.SH,20190430,20190430,1,,,-4835939046.69,
4967,600208.SH,20190427,20190427,1,2693359300.61,1955930330.57,-8633966434.1533,-3778675668.91
4968,600209.SH,20190427,20190427,1,,,,
4969,600209.SH,20190427,20190427,1,2068937.77,190042.35,-72371828.8135,-8332831.92
4970,600210.SH,20190430,20190430,1,,,-152529806.9086,
4971,600210.SH,20190430,20190430,1,453222491.15,182724101.69,618300869.6742,997989536.41
4972,600211.SH,20190426,20190426,1,,,,
4973,600211.SH,20190426,20190426,1,,,42569128.28,
4974,600211.SH,20190315,20190315,1,218087384.12,-7722900.69,266698311.8411,289217375.12
4975,600212.SH,20190430,20190430,1,,,-8987049.39,
4976,600212.SH,20190426,20190426,1,-171973788.49,,-24169325.26,-10963054.9
4977,600213.SH,20190430,20190430,1,,,,
4978,600213.SH,20190430,20190430,1,,,105514538.5659,
4979,600213.SH,20190425,20190425,1,15609497.38,108385811.56,-280107384.5108,-357055714.09
4980,600215.SH,20190425,20190425,1,,,82026384.97,
4981,600215.SH,20190425,20190425,1,97709715.87,,155466957.8421,141249881.88
4982,600216.SH,20190424,20190424,1,,,-439920677.9,
4983,600216.SH,20190424,20190424,1,327205851.98,18513054.56,94052525.5948,579907748.59
4984,600217.SH,20190430,20190430,1,,,-361731015.5129,
4985,600217.SH,20190416,20190416,1,321649902.12,142417986.73,610095783.45,876368026.56
4986,600218.SH,20190430,20190430,1,,,128473904.7546,
4987,600218.SH,20190328,20190328,1,34415191.15,-5084154.03,166577290.21,-2981883.38
4988,600219.SH,20190427,20190427,1,,,,
4989,600219.SH,20190427,20190427,1,,,-629251170.66,
4990,600219.SH,20190417,20190417,1,1522515165.27,301628196.47,-5051600763.67,2183561375.69
4991,600219.SH,20190417,20190417,1,1522515165.27,301628196.47,-3632587721.7143,2183561375.69
4992,600220.SH,20190427,20190427,1,,,-407444595.45,
4993,600220.SH,20190418,20190418,1,150990546.34,86233817.24,-79335913.3492,137976797.24
4994,600221.SH,20190430,20190430,1,,,-4665997545.2357,
4995,600221.SH,20190430,20190430,1,-3648064000.0,6172660000.0,-4208752000.0,9224580000.0
4996,600222.SH,20190427,20190427,1,,,,
4997,600222.SH,20190427,20190427,1,,,42406537.1,
4998,600222.SH,20190330,20190330,1,-115458136.55,61616816.34,,119469146.82
4999,600222.SH,20190330,20190330,1,-115458136.55,61616816.34,33073733.26,119469146.82
5000,600223.SH,20190427,20190427,1,,,-2723630.26,
5001,600223.SH,20190330,20190330,1,234909923.46,72877282.58,2417465474.7784,2095276854.3
5002,600225.SH,20190426,20190426,1,,,,
5003,600225.SH,20190426,20190426,1,-370247517.03,711352595.66,1993587051.22,1577990637.48
5004,600226.SH,20190430,20190430,1,,,-300864555.7287,
5005,600226.SH,20190423,20190423,1,137820374.75,20375089.5,-86566940.37,-176120333.71
5006,600227.SH,20190430,20190430,1,,,-35312509.99,
5007,600227.SH,20190427,20190427,1,198235150.31,73235686.7,,523349443.67
5008,600227.SH,20190427,20190427,1,198235150.31,73235686.7,246280446.2147,523349443.67
5009,600228.SH,20190430,20190430,1,,,-7777354.59,
5010,600228.SH,20190429,20190429,1,13525846.77,2305391.69,18593863.8126,42684084.71
5011,600229.SH,20190430,20190430,1,,,,
5012,600229.SH,20190430,20190430,1,,,-139819660.1295,
5013,600229.SH,20190417,20190417,1,347878554.08,1392641.51,-361842129.8,327436223.09
5014,600229.SH,20190417,20190417,1,347878554.08,1392641.51,-44253121.2321,327436223.09
5015,600230.SH,20190426,20190426,1,,,29919850.93,
5016,600230.SH,20190329,20190329,1,1072403422.31,4841068.7,1354031049.0595,1500350635.81
5017,600231.SH,20190430,20190430,1,,,,
5018,600231.SH,20190430,20190430,1,,,-1558389895.6,
5019,600231.SH,20190302,20190302,1,1197362869.0,191805229.54,3229560950.0906,1731121060.49
5020,600232.SH,20190430,20190430,1,,,-80008352.9634,
5021,600232.SH,20190426,20190426,1,40355340.28,5904414.25,63164913.2159,95226124.9
5022,600233.SH,20190425,20190425,1,,,,
5023,600233.SH,20190425,20190425,1,,,-1041835263.97,
5024,600233.SH,20190418,20190418,1,1931688434.19,28491774.35,-2293295543.6765,2336008469.97
5025,600234.SH,20190426,20190426,1,,,73092005.03,
5026,600234.SH,20190426,20190426,1,-10394415.56,11113927.13,103720979.26,-141271098.38
5027,600235.SH,20190426,20190426,1,,,,
5028,600235.SH,20190329,20190329,1,8845822.15,26717569.84,159446194.2768,78674351.2
5029,600236.SH,20190427,20190427,1,,,-375244937.55,
5030,600236.SH,20190427,20190427,1,2711245461.19,1207781713.42,5446169751.5701,6512431966.84
5031,600237.SH,20190427,20190427,1,,,,
5032,600237.SH,20190404,20190404,1,10413256.9,18798506.11,-98302393.3588,6091460.32
5033,600238.SH,20190423,20190423,1,,,,
5034,600238.SH,20190423,20190423,1,40500023.72,22879504.98,121555433.4609,-314860341.4
5035,600239.SH,20190430,20190430,1,,,-202983029.12,
5036,600239.SH,20190430,20190430,1,454645598.38,1828036224.61,3598398020.1548,-2242630605.72
5037,600240.SH,20190430,20190430,1,,,,
5038,600240.SH,20190430,20190430,1,,,-26989109.35,
5039,600240.SH,20190427,20190427,1,-6467454934.82,705488775.32,1055757659.07,21257382.65
5040,002071.SZ,20190429,20190429,1,,,,
5041,002071.SZ,20190429,20190429,1,,,-89418374.52,
5042,002071.SZ,20190429,20190429,1,-371002362.93,103680409.48,,470300606.7
5043,002071.SZ,20190429,20190429,1,-371002362.93,103680409.48,353892602.25,470300606.7
5044,002068.SZ,20190426,20190426,1,,,,
5045,002068.SZ,20190426,20190426,1,401693818.22,71853804.26,852370672.172,987347680.13
5046,002060.SZ,20190424,20190424,1,,,-1031240296.76,
5047,002060.SZ,20190329,20190329,1,203964883.04,417492571.23,-696459168.6991,822255720.85
5048,002061.SZ,20190425,20190425,1,,,-928053014.63,
5049,002061.SZ,20190418,20190418,1,1251663877.95,237923755.99,1057930490.8011,1334503940.24
5050,002062.SZ,20190424,20190424,1,,,-521933625.96,
5051,002062.SZ,20190329,20190329,1,198000653.43,155973777.62,471694437.4011,410218604.41
5052,601111.SH,20190426,20190426,1,,,-3343644000.0,
5053,601111.SH,20190328,20190328,1,8200537000.0,5118110000.0,13023982300.2287,31418890000.0
5054,002069.SZ,20190427,20190427,1,,,,
5055,002069.SZ,20190427,20190427,1,33986926.14,120470259.36,228243101.238,291428284.8
5056,002082.SZ,20190426,20190426,1,,,,
5057,002082.SZ,20190426,20190426,1,,,-283282325.87,
5058,002082.SZ,20190330,20190330,1,125189138.41,25946970.27,22708362.6957,135396100.6
5059,002067.SZ,20190427,20190427,1,,,66500212.3,
5060,002067.SZ,20190427,20190427,1,357746280.06,102375366.45,315918166.319,428509697.69
5061,601699.SH,20190426,20190426,1,,,-1651930218.65,
5062,601699.SH,20190328,20190328,1,1941371924.64,1149408127.87,6824902680.5906,9340341649.45
5063,002084.SZ,20190426,20190426,1,,,32113085.96,
5064,002084.SZ,20190330,20190330,1,41803515.91,26323431.36,-218029886.1565,63121055.57
5065,002081.SZ,20190427,20190427,1,,,-777221823.2,
5066,002081.SZ,20190427,20190427,1,2171556977.66,39645987.36,1290831871.9085,1649422128.02
5067,002172.SZ,20190419,20190419,1,,,,
5068,002172.SZ,20190412,20190412,1,-46291204.82,94720041.28,-1481850961.89,-179619214.54
5069,002168.SZ,20190423,20190423,1,,,-521593380.8,
5070,002168.SZ,20190423,20190423,1,402467389.19,23427302.82,-383953202.5954,308950003.63
5071,600018.SH,20190430,20190430,1,,,-1228346763.4981,
5072,600018.SH,20190328,20190328,1,11472021103.16,1458463350.62,17655590914.9611,5710153688.29
5073,002085.SZ,20190423,20190423,1,,,-219881868.02,
5074,002085.SZ,20190327,20190327,1,1003160950.71,128958541.2,40679031.7317,1316448423.97
5075,002080.SZ,20190424,20190424,1,,,-1562044612.71,
5076,002080.SZ,20190320,20190320,1,991621589.99,344339613.62,385563905.4066,1578669631.25
5077,002072.SZ,20190430,20190430,1,,,559566.18,
5078,002072.SZ,20190430,20190430,1,-251795262.05,23144396.19,29533309.26,-6624518.84
5079,601588.SH,20190425,20190425,1,,,-5164959211.0,
5080,601588.SH,20190321,20190321,1,1993141529.0,658604844.0,694872727.7421,2532908272.0
5081,002073.SZ,20190427,20190427,1,,,,
5082,002073.SZ,20190427,20190427,1,,,365335721.91,
5083,002073.SZ,20190427,20190427,1,-339269902.37,86844604.68,,139879817.78
5084,002073.SZ,20190427,20190427,1,-339269902.37,86844604.68,-830473149.37,139879817.78
5085,002154.SZ,20190427,20190427,1,,,-174555337.96,
5086,002154.SZ,20190427,20190427,1,50928754.16,16794451.82,-184855633.2258,348243503.28
5087,002086.SZ,20190430,20190430,1,,,841141722.984,
5088,002086.SZ,20190430,20190430,1,-791173579.23,46194638.15,-1071495017.0,-850450976.55
5089,600017.SH,20190425,20190425,1,,,61825223.7,
5090,600017.SH,20190326,20190326,1,735274038.95,275510699.34,-573852878.1184,1485007963.56
5091,002074.SZ,20190430,20190430,1,,,-317087674.3262,
5092,002074.SZ,20190430,20190430,1,581685284.75,93535594.54,-2577877068.163,-1558639731.02
5093,601398.SH,20190430,20190430,2,82690000000.0,,,1044774000000.0
5094,601398.SH,20190329,20190329,2,298723000000.0,,238838061788.928,724133000000.0
5095,002075.SZ,20190424,20190424,1,,,276244240.8,
5096,002075.SZ,20190305,20190305,1,2269322243.79,2444505.3,950276622.4177,2560178917.48
5097,002088.SZ,20190420,20190420,1,,,-116462186.33,
5098,002088.SZ,20190420,20190420,1,307171856.07,-4128499.64,254215214.5467,231285921.64
5099,002087.SZ,20190419,20190419,1,,,310481727.52,
5100,002087.SZ,20190409,20190409,1,388868620.83,239354978.27,-57998447.421,150508153.51
5101,002092.SZ,20190425,20190425,1,,,540089363.49,
5102,002092.SZ,20190327,20190327,1,2561208385.09,1221596824.21,-14901998.3603,6392524794.38
5103,002089.SZ,20190430,20190430,1,,,-243717191.44,
5104,002089.SZ,20190430,20190430,1,-462959761.89,109461287.5,-335556332.04,-52012848.08
5105,002077.SZ,20190424,20190424,1,,,,
5106,002077.SZ,20190417,20190417,1,-570105020.35,124956335.69,,150747346.12
5107,002077.SZ,20190417,20190417,1,-570105020.35,124956335.69,355069024.4,150747346.12
5108,002079.SZ,20190430,20190430,1,,,-103803390.4159,
5109,002079.SZ,20190328,20190328,1,132211193.69,-9007639.81,-149708629.42,142317782.85
5110,002078.SZ,20190427,20190427,1,,,,
5111,002078.SZ,20190427,20190427,1,,,-241432667.26,
5112,002078.SZ,20190416,20190416,1,2242194091.49,494588753.83,1921179171.6467,4477851824.97
5113,002091.SZ,20190430,20190430,1,,,,
5114,002091.SZ,20190430,20190430,1,,,-1837270767.2279,
5115,002091.SZ,20190426,20190426,1,1667710000.38,231735951.96,415658609.6084,1729723056.74
5116,002094.SZ,20190429,20190429,1,,,,
5117,002094.SZ,20190429,20190429,1,,,-262134309.64,
5118,002094.SZ,20190429,20190429,1,155062081.8,67183483.11,,-118805620.23
5119,002094.SZ,20190429,20190429,1,155062081.8,67183483.11,-236977382.5463,-118805620.23
5120,601872.SH,20190430,20190430,1,,,,
5121,601872.SH,20190430,20190430,1,,,-2750973163.7942,
5122,601872.SH,20190411,20190411,1,1089815092.05,772070379.67,-1282537763.6037,4122254821.11
5123,002095.SZ,20190427,20190427,1,,,-89412692.03,
5124,002095.SZ,20190427,20190427,1,37675303.65,249057.01,13556009.7072,-36983359.47
5125,002090.SZ,20190430,20190430,1,,,-7664561.62,
5126,002090.SZ,20190430,20190430,1,90046215.29,77298939.57,178841296.47,81577799.83
5127,002083.SZ,20190429,20190429,1,,,,
5128,002083.SZ,20190429,20190429,1,,,-166177360.58,
5129,002083.SZ,20190429,20190429,1,435480167.0,137504897.47,,520256444.55
5130,002083.SZ,20190429,20190429,1,435480167.0,137504897.47,-328385911.3268,520256444.55
5131,002350.SZ,20190427,20190427,1,,,,
5132,002350.SZ,20190427,20190427,1,,,3176501.71,
5133,002350.SZ,20190427,20190427,1,106852103.96,16702836.13,,-22908771.33
5134,002350.SZ,20190427,20190427,1,106852103.96,16702836.13,-104067152.1978,-22908771.33
5135,002098.SZ,20190430,20190430,1,,,-32990784.72,
5136,002098.SZ,20190430,20190430,1,-677084103.9,65818654.14,131270650.98,390427890.76
5137,002096.SZ,20190425,20190425,1,,,,
5138,002096.SZ,20190326,20190326,1,23397343.5,51580104.19,-324857920.1663,-79406839.07
5139,002097.SZ,20190426,20190426,1,,,-354786976.62,
5140,002097.SZ,20190426,20190426,1,460619757.22,254708082.11,123843271.0757,652925699.49
5141,002093.SZ,20190427,20190427,1,,,,
5142,002093.SZ,20190427,20190427,1,,,-83900431.46,
5143,002093.SZ,20190426,20190426,1,104672809.2,49448786.24,-286532931.7678,102011866.75
5144,002099.SZ,20190423,20190423,1,,,357002487.19,
5145,002099.SZ,20190218,20190218,1,605003820.78,-14604700.41,441180486.5347,791449237.66
5146,002526.SZ,20190426,20190426,1,,,,
5147,002526.SZ,20190426,20190426,1,,,-24564762.67,
5148,002526.SZ,20190417,20190417,1,172460445.61,4403272.6,-80198256.66,189654401.45
5149,002526.SZ,20190417,20190417,1,172460445.61,4403272.6,94293583.4045,189654401.45
5150,002532.SZ,20190430,20190430,1,,,,
5151,002532.SZ,20190430,20190430,1,,,-37412950.9603,
5152,002532.SZ,20190325,20190325,1,131710357.9,2071233.1,90161007.9049,152287161.47
5153,002534.SZ,20190423,20190423,1,,,,
5154,002534.SZ,20190326,20190326,1,225634731.88,-1763718.22,360750315.1635,514073354.26
5155,002531.SZ,20190430,20190430,1,,,-772900965.2265,
5156,002531.SZ,20190425,20190425,1,480957482.4,94310869.78,-5665905.7312,619900619.67
5157,300161.SZ,20190430,20190430,1,,,,
5158,300161.SZ,20190430,20190430,1,,,-97932800.39,
5159,300161.SZ,20190328,20190328,1,10660061.01,22858861.23,77553920.97,133781403.75
5160,300169.SZ,20190429,20190429,1,,,,
5161,300169.SZ,20190419,20190419,1,15762039.0,37460917.61,-8365028.8454,7445143.22
5162,300162.SZ,20190420,20190420,1,,,-237236502.75,
5163,300162.SZ,20190420,20190420,1,-37434055.49,-776353.18,,50941226.03
5164,300162.SZ,20190420,20190420,1,-37434055.49,-776353.18,117052594.76,50941226.03
5165,002540.SZ,20190430,20190430,1,,,,
5166,002540.SZ,20190430,20190430,1,,,29414972.8168,
5167,002540.SZ,20190430,20190430,1,375079961.64,-3855687.79,,430707154.35
5168,002540.SZ,20190430,20190430,1,375079961.64,-3855687.79,239111527.8081,430707154.35
5169,601933.SH,20190426,20190426,1,,,1157610164.02,
5170,601933.SH,20190426,20190426,1,997402532.24,62427192.2,-667814710.705,1760909317.46
5171,002702.SZ,20190425,20190425,1,,,-27638567.91,
5172,002702.SZ,20190320,20190320,1,34894498.02,-268108.02,-132670.172,76927877.01
5173,002567.SZ,20190418,20190418,1,,,-220861711.74,
5174,002567.SZ,20190418,20190418,1,195007713.91,35013258.43,-259327996.6537,562783888.81
5175,002535.SZ,20190430,20190430,1,,,389810479.92,
5176,002535.SZ,20190430,20190430,1,-147204022.45,154445755.86,1002874667.28,502091835.46
5177,002609.SZ,20190426,20190426,1,,,,
5178,002609.SZ,20190426,20190426,1,96570519.64,7506040.81,-17639572.4069,-15196805.0
5179,300165.SZ,20190425,20190425,1,,,,
5180,300165.SZ,20190425,20190425,1,,,-113152241.44,
5181,300165.SZ,20190425,20190425,1,50219031.88,-3551279.78,,-36431574.74
5182,300165.SZ,20190425,20190425,1,50219031.88,-3551279.78,-225870183.8076,-36431574.74
5183,300159.SZ,20190424,20190424,1,,,,
5184,300159.SZ,20190416,20190416,1,288045015.21,85630266.28,-329246828.7825,143356179.27
5185,300223.SZ,20190424,20190424,1,,,-93975870.92,
5186,300223.SZ,20190420,20190420,1,13515446.01,-212187.3,50025817.2095,36370741.66
5187,300191.SZ,20190427,20190427,1,,,-231111160.26,
5188,300191.SZ,20190426,20190426,1,70026974.91,-5116060.18,-154760644.8878,24363751.99
5189,300160.SZ,20190426,20190426,1,,,68452759.97,
